f1_sponsor,sponsor_f1_relationship,category,rank,competitor,domain,note,also_comparable_to
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",15,Morning Brew,morningbrew.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",16,The Hustle,thehustle.co,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",17,Insider Intelligence (eMarketer),emarketer.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",18,Trading Economics,tradingeconomics.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",19,Investopedia,investopedia.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",20,Kitco News,kitco.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",21,Real Vision,realvision.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",22,The Daily Upside,thedailyupside.com,Business/financial media,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",1,Camelion,camelion-batteries.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",2,Ansmann,ansmann.de,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",3,Toshiba Batteries,toshiba.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",4,FDK Corporation,fdk.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",5,Xtar,xtar.cc,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",6,Nitecore,nitecore.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",7,Powerex (MAHA Energy),mahaenergy.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",8,Kodak (batteries),kodak.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",9,Tenergy,tenergy.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",10,Renata (Swatch Group),renata.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",11,Yuasa Battery,yuasa-battery.co.jp,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",12,Saft,saftbatteries.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",13,EnerSys,enersys.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",14,Interstate Batteries,interstatebatteries.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",15,Optima Batteries,optimabatteries.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",16,Duralast,duralastbattery.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",17,Exide Technologies,exide.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",18,Delkor Batteries,delkorbattery.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",19,East Penn Manufacturing (Deka),dekabatteries.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",20,Clarios,clarios.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",21,Amaron (Amara Raja),amaronbatteries.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",22,Kirkland Signature (Costco),costco.com,Battery brand,
Duracell (Berkshire Hathaway),Williams partner,"Telecom, Media, Electronics & Gaming",23,GS Yuasa Corporation,gs-yuasa.com,Battery brand,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",1,2K Games (Take-Two Interactive),2k.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",2,Bandai Namco Entertainment,bandainamcoent.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",3,Slightly Mad Studios,slightlymadstudios.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",4,Studio 397,studio-397.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",5,Polyphony Digital (Sony),gran-turismo.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",6,Turn 10 Studios (Microsoft),forza.net,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",7,KT Racing,kt-racing.fr,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",8,Big Ant Studios,bigant.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",9,HB Studios,hb-studios.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",10,Saber Interactive,saber3d.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",11,Reiza Studios,reizastudios.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",12,Playground Games (Microsoft),playground-games.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",13,Nacon,nacon.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",14,Kylotonn,kylotonn.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",15,Dovetail Games,dovetailgames.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",16,Deep Silver (Plaion),deepsilver.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",17,Torque Sim,torquesim.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",18,Team17,team17.com,Racing/sports game publisher or studio,
EA Sports (Electronic Arts),Official F1 video game publisher (F1 the game series),"Telecom, Media, Electronics & Gaming",19,Focus Entertainment,focus-entmt.com,Racing/sports game publisher or studio,
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",1,Cammus,cammus-racing.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",2,Pagnian Advanced Simulation,pagnianadvancedsimulation.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",3,SimXperience,simxperience.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",4,Ascher Racing,ascherracing.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",5,Turtle Beach,turtlebeach.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",6,PXN,pxngaming.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",7,Thermaltake,thermaltake.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",8,Frex,frex-hpsim.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",9,SimHub,simhubdash.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",10,VRS DirectForce (Virtual Racing School),vrsimulations.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",11,Simworx,simworx.co.uk,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",12,3DRAP,3drap.it,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",13,Simetics,simetics.no,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",14,Ricmotech,ricmotech.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",15,AIM Sportline,aim-sportline.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",16,GT2i,gt2i.com,Sim racing hardware maker,Trak Racer
Fanatec (Corsair),F1 Sim Racing official sponsor,"Telecom, Media, Electronics & Gaming",17,HORI,hori.jp,Sim racing hardware maker,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",1,Tiqets,tiqets.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",2,Headout,headout.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",3,Peek.com,peek.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",4,Posh,posh.vip,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",5,Culture Trip,theculturetrip.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",6,Immersive Gamebox,immersivegamebox.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",7,Sofar Sounds,sofarsounds.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",8,Airbnb Experiences,airbnb.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",9,Withlocals,withlocals.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",10,Musement (TUI),musement.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",11,Peerspace,peerspace.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",12,Splash,splashthat.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",13,Hopin,hopin.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",14,Bizzabo,bizzabo.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",15,Cvent,cvent.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",16,Luma,lu.ma,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",17,PartySlate,partyslate.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",18,10Times,10times.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",19,Boiler Room,boilerroom.tv,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",20,Ticket Tailor,tickettailor.com,Live experience/events discovery platform,viagogo (StubHub Holdings)
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",21,Xceed,xceed.me,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",22,Eventix,eventix.io,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",23,Ticketleap,ticketleap.com,Live experience/events discovery platform,
Fever,F1 official provider (F1 Exhibition),"Telecom, Media, Electronics & Gaming",24,Brown Paper Tickets,brownpapertickets.com,Live experience/events discovery platform,
Financial Times (Nikkei),Aston Martin partner,"Telecom, Media, Electronics & Gaming",1,The Guardian,theguardian.com,Business/financial newspaper,
Financial Times (Nikkei),Aston Martin partner,"Telecom, Media, Electronics & Gaming",2,The Telegraph,telegraph.co.uk,Business/financial newspaper,
Financial Times (Nikkei),Aston Martin partner,"Telecom, Media, Electronics & Gaming",3,Handelszeitung,handelszeitung.ch,Business/financial newspaper,
