sector,rank,priority_score,company,domain,hq_country,niche,employees_est,size_band,tag,timing_signal,other_sport_deal,affordability,why_f1
16 Specialty Chemicals & Coatings,26,30,Flugger Group,flugger.com,Denmark,Paints and coatings,"1,100-1,500",1k-5k,sentiment,,,"Small listed Nordic paint maker, floor-tier regional package only",Nordic paint brand exploring premium sports association to lift brand awareness beyond home markets
16 Specialty Chemicals & Coatings,27,30,Franklin International (Titebond),titebond.com,USA,Adhesives,"900-1,200",1k-5k,sentiment,,,"Privately held US adhesives maker, floor-tier activation feasible",Strong-bond consumer brand seeking a premium halo via a performance-engineering association
16 Specialty Chemicals & Coatings,28,30,Helios Group,helios.eu,Slovenia,Paints and coatings,"1,800-2,200",1k-5k,sentiment,,,"Kansai Paint-owned European coatings group, floor-tier regional package",Central European coatings brand seeking premium exposure through motorsport association
16 Specialty Chemicals & Coatings,29,30,Kelly-Moore Paints,kellymoore.com,USA,Paints,450-600,250-1k,sentiment,,,"Privately held regional US paint maker, minimal-tier activation only",Regional paint brand seeking outsized visibility through a small-scale F1 association
16 Specialty Chemicals & Coatings,30,30,King Industries,kingindustries.com,USA,Specialty additives,250-350,250-1k,sentiment,,,"Small privately held specialty chemical maker, floor-tier only",Performance additive chemistry supplier seeking higher-visibility motorsport association
16 Specialty Chemicals & Coatings,31,30,Morris Lubricants,morrislubricants.co.uk,United Kingdom,Classic and racing lubricants,150-250,250-1k,sentiment,,,"Family-owned UK lubricant maker, entry-tier regional package",Historic motorsport oil brand with classic racing pedigree seeking modern grid visibility
16 Specialty Chemicals & Coatings,32,30,Nippon Bee Chemical,nbc.co.jp,Japan,Automotive coatings,"900-1,200",1k-5k,sentiment,,,"Nippon Paint group subsidiary, floor-tier activation via parent support",Automotive coatings specialist with technical-supplier positioning story for F1 bodywork finishes
16 Specialty Chemicals & Coatings,33,30,Noroo Paint & Coatings,noroo.co.kr,South Korea,Paints and coatings,"1,300-1,700",1k-5k,sentiment,,,"Mid-size Korean paint maker, floor-tier regional package",Growth-market Korean coatings brand seeking premium global sports halo
16 Specialty Chemicals & Coatings,34,30,ROWE Mineralölwerk,rowe-oil.com,Germany,Racing-heritage lubricants,200-350,250-1k,sentiment,,,"Mid-size family lubricant maker, entry-tier F1 activation fits budget",Long-time GT3/Nürburgring 24h and WRT Audi racing partner; racing-proven oil story challenging Petronas/Mobil 1
16 Specialty Chemicals & Coatings,35,30,Savita Oil Technologies,savita.com,India,Specialty lubricants,400-700,250-1k,sentiment,,,"Listed Indian specialty lubricant maker, floor-tier package feasible",Growth-market Indian lubricant brand with motorsport ambitions as F1 grows its India fanbase
16 Specialty Chemicals & Coatings,36,30,Sto SE & Co,sto.com,Germany,Facade coatings and render systems,"6,000-6,600",5k-10k,adjacent,,,"Family-controlled listed coatings group, above floor comfortably",Building-envelope coatings specialist seeking a premium global brand platform outside construction trade channels
16 Specialty Chemicals & Coatings,37,30,Teknos Group,teknos.com,Finland,Industrial and wood coatings,"1,700-2,000",1k-5k,sentiment,,,"Family-owned Nordic coatings group, floor-tier regional package",Nordic industrial coatings maker seeking premium global sports visibility
16 Specialty Chemicals & Coatings,38,30,Tide Water Oil (Veedol),veedol.com,India,Lubricants,600-900,250-1k,sentiment,,,"Listed Indian lubricant heritage brand, floor-tier package feasible",Historic Veedol racing heritage brand looking to leverage India's growing F1 fandom
16 Specialty Chemicals & Coatings,39,30,Tronox Holdings,tronox.com,USA,Titanium dioxide pigments and inorganic chemicals,"6,000-6,500",5k-10k,adjacent,,,"NYSE-listed vertically integrated pigment producer, comfortably above floor","Leading TiO2 pigment maker supplying the coatings industry, an ingredient-brand story for team livery paints"
16 Specialty Chemicals & Coatings,40,30,Vanderbilt Chemicals,vanderbiltchemicals.com,USA,Specialty lubricant additives,200-300,250-1k,sentiment,,,"Small privately held additive specialist, floor-tier only via co-branded activation",Niche additive science supplier positioning itself alongside bigger names like Lubrizol and Afton
16 Specialty Chemicals & Coatings,41,26,DAW SE (Caparol),daw.de,Germany,Paints and coatings,"5,400-5,800",5k-10k,sentiment,,,"Family-owned German coatings group, floor-tier regional package","Major European paint brand with no motorsport presence, potential regional F1 activation angle"
16 Specialty Chemicals & Coatings,42,26,DIC Corporation,dic-global.com,Japan,Specialty chemicals and inks,"19,000-21,000",10k+,adjacent,,,"TSE-listed global specialty chemicals group, above floor comfortably",Pigment and coatings chemistry relevant to livery inks and composite finishes
16 Specialty Chemicals & Coatings,43,22,Eurol B.V.,eurol.com,Netherlands,Lubricants,120-200,100-250,sentiment,,,"Small Dutch independent lubricant maker, entry-tier package only",European rallycross and endurance racing sponsor building a case for F1 exposure
16 Specialty Chemicals & Coatings,44,22,Gulf Western Oil,gulfwesternoil.com.au,Australia,Lubricants,100-200,100-250,sentiment,,,"Privately owned Australian lubricant maker, floor-tier regional deal","Australian motorsport (Supercars) sponsor distinct from the F1-affiliated Gulf Oil International brand, seeking global stage"
16 Specialty Chemicals & Coatings,45,22,Ipone,ipone.com,France,Motorcycle racing lubricants,80-150,100-250,sentiment,,,"Small French racing-oil specialist, minimal-tier budget",Motorcycle Grand Prix and endurance racing lubricant supplier looking to cross into car racing
16 Specialty Chemicals & Coatings,46,22,Klotz Synthetic Lubricants,klotzlube.com,USA,Racing lubricants,60-100,100-250,sentiment,,,"Very small specialist, minimal activation-only budget",Long-standing drag and powersport racing lubricant brand seeking broader visibility
16 Specialty Chemicals & Coatings,47,22,Master Bond Inc,masterbond.com,USA,Specialty adhesives,120-180,100-250,sentiment,,,"Small specialist adhesives maker, minimal-tier budget only",Engineering-grade adhesive specialist seeking a high-visibility technical partnership story
16 Specialty Chemicals & Coatings,48,22,Maxima Racing Oils,maximausa.com,USA,Racing lubricants,80-150,100-250,sentiment,,,"Small US racing-oil specialist, minimal-tier budget only",Motocross and powersports racing lubricant brand seeking four-wheel motorsport crossover
16 Specialty Chemicals & Coatings,49,22,Millers Oils,millersoils.co.uk,United Kingdom,Classic and racing lubricants,100-200,100-250,sentiment,,,"Small independent UK lubricant maker, floor-tier regional deal realistic","Historic and modern motorsport lubricant supplier (rallying, historic F1 grids); authentic racing story vs big-oil incumbents"
16 Specialty Chemicals & Coatings,50,22,Panolin AG,panolin.com,Switzerland,Biodegradable racing lubricants,100-180,100-250,sentiment,,,"Small specialist lubricant maker, niche-tier sponsorship only",Dakar Rally and off-road racing proven biodegradable lubricant; sustainability-linked product story for F1's green push
16 Specialty Chemicals & Coatings,51,22,Penrite Oil,penriteoil.com.au,Australia,Motorsport lubricants,120-200,100-250,sentiment,,,"Privately owned Australian oil maker, floor-tier regional deal",Supercars and off-road racing sponsor targeting global exposure through F1's Australian Grand Prix
16 Specialty Chemicals & Coatings,52,22,Permabond LLC,permabond.com,United Kingdom,Engineering adhesives,120-180,100-250,sentiment,,,"Small specialist engineering adhesives maker, minimal-tier budget only","High-strength structural adhesives relevant to lightweight composite assembly, seeking technical-brand visibility"
16 Specialty Chemicals & Coatings,53,22,Red Line Synthetic Oil,redlineoil.com,USA,Synthetic racing lubricants,100-200,100-250,sentiment,,,"Small private performance-oil maker, likely needs a minimum-tier package near the floor","Drag racing and road-racing proven synthetic lubricant story, positioned against Mobil 1 as the 'real racers' choice"
17 Private 5G & Telecom Equipment,1,50,Aviat Networks,aviatnetworks.com,USA,Microwave backhaul,"500-1,000",250-1k,core,,,"Revenue ~$400M, NASDAQ-listed",Growing US market presence wants brand elevation against Ceragon and Nokia in the backhaul space
17 Private 5G & Telecom Equipment,2,50,Ceragon Networks,ceragon.com,Israel,Microwave backhaul,"500-1,000",250-1k,core,,,"Revenue ~$300M, NASDAQ-listed",High-throughput wireless backhaul mirrors F1's real-time telemetry and broadcast transmission needs
17 Private 5G & Telecom Equipment,3,50,giffgaff,giffgaff.com,United Kingdom,"MVNO (community-driven, Telefonica/O2-owned)","200-1,000",250-1k,core,,,"Owned by Telefonica/O2, parent group multi-billion-euro revenue","Owned by Telefonica, whose Movistar brand has deep motorsport sponsorship history (MotoGP); giffgaff's youth-community brand and British home-market fit make F1 a natural extension"
17 Private 5G & Telecom Equipment,4,50,Lycamobile,lycamobile.com,United Kingdom,"MVNO (global, multi-country)","1,000-5,000",1k-5k,core,,,"Reported global revenue exceeding $1B across markets, privately held",Diaspora/global-traveler brand; F1's international multi-market calendar mirrors Lyca's own footprint
17 Private 5G & Telecom Equipment,5,46,Netcracker Technology,netcracker.com,USA,Telecom BSS/OSS software (NEC subsidiary),"5,000-10,000",5k-10k,core,,,"Parent NEC revenue ~$25B, TSE-listed",Digital-transformation software for telcos seeking a high-visibility B2B enterprise platform
17 Private 5G & Telecom Equipment,6,46,Starlink (SpaceX),starlink.com,USA,Satellite broadband,"10,000+",5k-10k,core,,,Parent SpaceX valued at over $200B; Starlink generates billions in annual revenue,"Global connectivity innovation brand; F1's remote circuits (Australia, Brazil, Azerbaijan) require satellite backup, a natural technical fit"
17 Private 5G & Telecom Equipment,7,44,1GLOBAL,1global.com,United Kingdom,Global eSIM connectivity (owns Truphone),"200-1,000",250-1k,funded-150m,,,"Raised significant capital including the 2020 acquisition of Truphone, implying multi-hundred-million enterprise value",Global eSIM connectivity for travelers matches F1's international fanbase and multi-country race calendar
17 Private 5G & Telecom Equipment,8,44,Parallel Wireless,parallelwireless.com,USA,Open RAN software,"200-1,000",250-1k,funded-150m,,,Raised over $280M across funding rounds,Open RAN disruptor narrative could use F1 to reach enterprise and telco decision-makers globally
17 Private 5G & Telecom Equipment,9,34,Enea (Openwave Mobility),enea.com,Sweden,Telecom network traffic/software,"200-1,000",250-1k,adjacent,,,"Public (Nasdaq Stockholm), acquired Openwave Mobility in 2021",Network optimization software targeting telco CTOs; niche but relevant enterprise audience overlap
17 Private 5G & Telecom Equipment,10,34,InHand Networks,inhandnetworks.com,China,Industrial IoT networking,"200-1,000",250-1k,adjacent,,,"Private, global industrial IoT vendor with established US/EU offices",Industrial connectivity story targeting enterprise buyers; needs Western-market credibility that F1 exposure could provide
17 Private 5G & Telecom Equipment,11,34,Intracom Telecom,intracom-telecom.com,Greece,Telecom systems/microwave equipment,"1,000-5,000",1k-5k,adjacent,,,"Private, part of Intracom Holdings, established European telecom vendor","European engineering brand could leverage F1's European heartland fanbase (Monza, Spa, Barcelona)"
17 Private 5G & Telecom Equipment,12,34,Robustel,robustel.com,China,Industrial IoT routers,"200-1,000",250-1k,adjacent,,,"Private, mid-size industrial IoT router vendor with global distribution",Similar industrial telemetry pitch to InHand; smaller budget likely constrains sponsorship depth
17 Private 5G & Telecom Equipment,13,34,SIAE Microelettronica,siaemic.com,Italy,Microwave radio systems,"500-1,000",250-1k,adjacent,,,"Private, established Italian telecom equipment maker with global reach",Italian heritage brand could align with F1's Monza and Imola home-market heritage
17 Private 5G & Telecom Equipment,14,34,Subex Limited,subex.com,India,Telecom analytics/fraud management,"1,000-5,000",1k-5k,adjacent,,,"Public (BSE/NSE-listed), revenue ~$50M","Growing Indian tech brand seeking global visibility as F1's Asian audience expands (Singapore, Japan)"
17 Private 5G & Telecom Equipment,15,34,Ultra Mobile,ultramobile.com,USA,MVNO (international-calling focus),"200-1,000",250-1k,adjacent,,,"Private, part of the Mobile X Global portfolio of MVNO brands",International-calling-focused MVNO aligns with F1's global diaspora fanbase
