list,company,domain,hq_country,subsector,employees_est,size_band,affordability,why_f1,already_in_master_book,source_batch
"Jewelry, Fragrance & Resale",Creed (Kering Beaute),creedboutique.com,United Kingdom,Fragrance - Niche/Prestige,"500-1,000",250-1k,Acquired by Kering in 2023; Kering Group revenue >EUR17B backing,Storied niche perfumer (Aventus) now backed by Kering's capital; Kering building beauty division seeking marketing platforms,,L10a
"Jewelry, Fragrance & Resale",Diptyque,diptyqueparis.com,France,Fragrance - Niche/Prestige,"500-1,000",250-1k,"Majority owned by Manzanita Capital, with L Catterton minority stake; profitable global growth brand",Cult niche fragrance/candle house expanding categories; premium positioning suits VIP paddock hospitality,yes,L10a
"Jewelry, Fragrance & Resale",Xerjoff,xerjoff.com,Italy,Fragrance - Niche/Prestige,200-500,250-1k,"Private, received growth investment from L Catterton (2022); fast-growing, est. revenue >EUR150-250M",Italian maximalist niche perfumer with rapid international growth; Monza GP home-market tie-in,,L10a
"Jewelry, Fragrance & Resale",OTB Group,otb.net,Italy,Fragrance & Fashion - Global Group,"6,000+",5k-6k,"Private (Renzo Rosso); Group revenue >EUR1.9B; owns Diesel, Maison Margiela Fragrances, Marni, Jil Sander",Diverse fashion/fragrance conglomerate; Diesel's youth-culture cachet fits F1's younger fanbase,yes,L10a
"Jewelry, Fragrance & Resale",Hermes,hermes.com,France,Fragrance & Jewelry - Luxury Maison,"20,000+",6k-20k,"Public (Euronext: RMS); FY revenue >EUR15B; independent, not LVMH-owned",World's most valuable independent luxury house; fragrance (Terre d'Hermes) and jewelry divisions are growth engines,yes,L10a
"Jewelry, Fragrance & Resale",Chanel,chanel.com,France,Fragrance & Jewelry - Luxury Maison,"30,000+",20k+,"Private, independent (Wertheimer family); FY revenue >$18B; owns Chanel No.5 fragrance and Chanel Fine Jewelry",Independent of LVMH; among world's most valuable fragrance/jewelry brands; never activated in motorsport - high white space,yes,L10a
"Jewelry, Fragrance & Resale",Shiseido,shiseido.com,Japan,Fragrance & Beauty - Global Group,"30,000+",20k+,Public (TSE: 4911); FY revenue >JPY1 trillion (~$6.5B),Japan's largest beauty group with global fragrance portfolio; Suzuka GP home-market presence,yes,L10a
"Jewelry, Fragrance & Resale",Ralph Lauren Corporation,ralphlauren.com,United States,Fragrance & Fashion - Global Group,"10,000+",6k-20k,"Public (NYSE: RL); FY revenue >$6.6B, significant fragrance licensing business",Iconic American brand with equestrian/motorsport-adjacent aesthetic (Polo); Austin/Miami/Vegas triple-market presence,yes,L10a
"Jewelry, Fragrance & Resale",Douglas Group,douglas.de,Germany,Fragrance & Beauty - Retail Group,"20,000+",6k-20k,"Public (Frankfurt, 2024 IPO); FY revenue >EUR4.4B; Europe's largest prestige beauty/fragrance retailer",Pan-European beauty retail leader post-IPO seeking brand elevation; Germany/Belgium/Netherlands GP footprint,yes,L10a
"Jewelry, Fragrance & Resale",Ulta Beauty,ulta.com,United States,Fragrance & Beauty - Retail,"50,000+",20k+,Public (NASDAQ: ULTA); FY revenue >$11B,"Largest US beauty retailer carrying prestige fragrance and fine-jewelry accessories; sizable marketing budget, US GP markets",yes,L10a
"Jewelry, Fragrance & Resale",Marionnaud,marionnaud.com,France,Fragrance & Beauty - Retail,"5,000+",1k-5k,Owned by AS Watson (CK Hutchison); large pan-European perfumery chain,AS Watson/CK Hutchison conglomerate backing gives significant sponsorship capacity; European GP footprint,yes,L10a
"Jewelry, Fragrance & Resale",L'Oreal Groupe (L'Oreal Luxe),loreal.com,France,Fragrance - Global Beauty Group,"90,000+",20k+,Public (Euronext: OR); FY revenue >EUR44B; L'Oreal Luxe division alone >EUR13B,"World's largest beauty company; L'Oreal Luxe fragrance portfolio (YSL Beauty, Armani Beauty, Prada Beauty) has ample budget for a marquee F1 partnership",yes,L10a
"Jewelry, Fragrance & Resale",Al Haramain Perfumes,alharamainperfumes.com,United Arab Emirates,Fragrance - Regional Prestige,"1,000-2,000",1k-5k,"Private, large UAE/Gulf-based fragrance manufacturer and retailer with global export business",Established Gulf fragrance house; Abu Dhabi GP home-market opportunity,,L10a
"Jewelry, Fragrance & Resale",Rasasi Perfumes,rasasi.com,United Arab Emirates,Fragrance - Regional Prestige,"1,000-2,000",1k-5k,"Private, major UAE fragrance manufacturer with 300+ retail points across Middle East/Asia",Growing Gulf fragrance brand seeking international premium positioning; UAE GP home market,,L10a
"Jewelry, Fragrance & Resale",Swiss Arabian Perfumes,swissarabianperfumes.com,United Arab Emirates,Fragrance - Regional Prestige,"500-1,000",250-1k,"Private, established Gulf fragrance house since 1974 with regional manufacturing scale",Legacy Gulf perfumer expanding globally; regional GP market fit,,L10a
"Jewelry, Fragrance & Resale",Effy Jewelry,effy.com,United States,Jewelry - Designer Brand,"500-1,000",250-1k,"Private, 40+ years in business, major presence in Macy's/department stores and TV retail; long profitable operating history",Established US fine-jewelry brand with strong department-store and TV-retail distribution; US GP markets,,L10a
"Jewelry, Fragrance & Resale",Atasay Jewelry,atasay.com,Turkey,Jewelry - Manufacturer/Retail,"1,000-2,000",1k-5k,"Private, one of Turkey's largest jewelry manufacturers and exporters",Major Turkish jewelry exporter with growing international retail footprint,,L10a
"Jewelry, Fragrance & Resale",Reliance Jewels,reliancejewels.com,India,Jewelry - Retail Chain,"1,000-3,000",1k-5k,"Part of Reliance Retail Ventures (parent Reliance Industries, revenue >$100B)",Backed by India's largest conglomerate; huge marketing budgets and India F1 growth ambitions,,L10a
"Jewelry, Fragrance & Resale",PNJ (Phu Nhuan Jewelry),pnj.com.vn,Vietnam,Jewelry - Retail Chain,"5,000+",1k-5k,"Public (HOSE: PNJ); Vietnam's largest jewelry retailer, revenue >$1B","Dominant Vietnamese jeweler; Southeast Asia is an F1 growth market, Singapore GP proximity",,L10a
"Jewelry, Fragrance & Resale",Emperor Watch & Jewellery,emperorwj.com,Hong Kong,Jewelry & Watch Retail,"1,000-3,000",1k-5k,Public (HKEX); backed by diversified Emperor Group conglomerate,HK-based luxury retailer with entertainment-industry ties; potential for creative F1 activation crossover,,L10a
"Jewelry, Fragrance & Resale",SK Jewellery Group,skjewellery.com,Singapore,Jewelry - Retail Chain,"1,000-2,000",1k-5k,"Public (Catalist: SGX); Singapore-based jewelry retailer with regional expansion (Malaysia, China)",Singapore hosts an F1 night race; direct home-market retailer opportunity,,L10a
"Jewelry, Fragrance & Resale",Rituals Cosmetics,rituals.com,Netherlands,Fragrance & Home/Body Care,"10,000+",6k-20k,"Private, backed by L Catterton and CVC Capital; FY revenue >EUR1B","Fast-growing global home/body fragrance brand with 1,000+ stores; broad European and Asian footprint aligning with F1 calendar",,L10a
"Jewelry, Fragrance & Resale",ThredUp,thredup.com,USA,Online fashion resale marketplace,1300,1k-5k,"Public (NASDAQ: TDUP); $310.8M FY2025 revenue, +20% YoY","Public, accelerating-growth resale platform expanding into premium/designer categories — fits a US-race (Austin/Miami/Vegas) sustainability-and-scale narrative.",,L10b
"Jewelry, Fragrance & Resale",Poshmark,poshmark.com,USA,C2C fashion resale marketplace,500,250-1k,Owned by Naver Corp (Korea) since 2023; Naver Group revenue >$8B/yr,Naver-backed US resale marketplace with a large social/community audience — Naver's scale affords a test sponsorship even as standalone Poshmark revenue is undisclosed.,,L10b
"Jewelry, Fragrance & Resale",Vinted,vinted.com,Lithuania,C2C fashion resale marketplace,2000,1k-5k,"€813.4M 2024 revenue (+36% YoY), €76.7M net profit — profitable and scaling fast","Europe's #1 C2C resale app, now profitable and pushing into new verticals (electronics, payments) — strong fit for F1's European race cluster and younger fan demo.",,L10b
"Jewelry, Fragrance & Resale",Mercari,mercari.com,Japan,C2C marketplace,1900,1k-5k,"Public (TSE: 4385); ~¥192.6B (~$1.3B) FY2025 revenue, record core operating profit","Japan's dominant C2C marketplace, publicly listed and profitable — natural presence for Suzuka (Japanese GP) plus a growing US marketplace business.",,L10b
"Jewelry, Fragrance & Resale",Cettire,cettire.com,Australia,Luxury e-commerce marketplace,400,250-1k,Public (ASX: CTT); AU$742M FY2025 revenue (~$480M USD),"Fast-growing, publicly listed luxury drop-ship marketplace with global reach — Melbourne (Australian GP) home-market tie-in plus international ambitions.",,L10b
"Jewelry, Fragrance & Resale",Farfetch,farfetch.com,United Kingdom,Luxury e-commerce marketplace,3000,1k-5k,Acquired by Coupang (2024) after restructuring; Coupang Group revenue >$30B backs the brand,Global luxury marketplace now backed by Coupang's balance sheet post-2023 restructuring — rebuilding brand equity makes F1 visibility strategically attractive.,,L10b
"Jewelry, Fragrance & Resale",Mytheresa (LuxExperience/YNAP),mytheresa.com,Germany,Luxury e-commerce,3500,1k-5k,Public (NYSE: MYTE); ~$1.27B FY2025 sales; merged with YNAP (Yoox Net-a-Porter) in 2025 to form LuxExperience,Newly enlarged public luxury e-commerce group (post-YNAP merger) chasing global growth and brand relevance — F1's affluent global audience is a natural adjacency.,yes,L10b
"Jewelry, Fragrance & Resale",eBay,ebay.com,USA,General marketplace w/ luxury watch & authentication vertical,11000,6k-20k,"Public (NASDAQ: EBAY); $10B+ annual revenue, highly profitable",Runs a large authenticated pre-owned watch and luxury vertical (eBay Authenticity Guarantee) — scale easily clears the budget bar and matches F1's affluent collector audience.,yes,L10b
"Jewelry, Fragrance & Resale",Depop,depop.com,United Kingdom,C2C fashion/streetwear resale marketplace,300,250-1k,"Owned by Etsy Inc. (NASDAQ: ETSY), ~$2.8B Group revenue",Gen-Z-skewing resale/streetwear marketplace backed by Etsy's balance sheet — strong culture fit with F1's younger-fan growth push.,,L10b
"Jewelry, Fragrance & Resale",Trove,trove.co,USA,Resale-as-a-service infrastructure,250,250-1k,"Raised $150M Series D (2021), ~$277M cumulative from a16z/Bain Capital Ventures; powers resale for Nike, Patagonia, Levi's, Lululemon",White-label resale infrastructure behind major brands — an F1 partnership could be pitched jointly with an apparel/team-merch resale program.,,L10b
"Jewelry, Fragrance & Resale",Rakuten (Rakuma),rakuten.co.jp,Japan,C2C resale marketplace (Rakuten Group),20000,6k-20k,Rakuten Group revenue >$17B; Rakuma is its dedicated flea-market resale app,Japan's Rakuten Group already sponsors sport broadly (ex-Barcelona football) — Rakuma resale arm gives a Suzuka/Japanese GP hook at group-level budget scale.,yes,L10b
"Jewelry, Fragrance & Resale",Zalando,zalando.com,Germany,Fashion e-commerce with pre-owned/circular resale program,15000,6k-20k,Public (XETRA: ZAL); revenue >€10B/yr,"Europe's largest online fashion platform with a growing pre-owned/circularity business line — scale trivially clears the sponsorship budget, strong DACH-market F1 fit.",yes,L10b
"Jewelry, Fragrance & Resale",Sellpy,sellpy.com,Sweden,Online resale marketplace (H&M Group-backed),300,250-1k,"Majority owned by H&M Group, revenue ~$22B/yr",H&M-backed resale platform expanding across Europe — parent's scale affords sponsorship even though Sellpy itself is a smaller unit.,,L10b
"Jewelry, Fragrance & Resale",Xianyu,2.taobao.com,China,C2C resale marketplace (Alibaba Group),200000,20k+,Alibaba Group business unit; Alibaba Group revenue >$130B/yr,"China's dominant secondhand marketplace (Alibaba-backed) — relevant to F1's Shanghai GP and China growth strategy, with essentially unlimited parent budget.",,L10b
"Jewelry, Fragrance & Resale",Zhuanzhuan,zhuanzhuan.com,China,C2C resale marketplace,3000,1k-5k,"Unicorn-valued (Tencent/58.com-backed), hundreds of millions in cumulative funding",Major China secondhand-goods platform with deep-pocketed backers — a China-market angle for F1 sponsorship growth.,,L10b
"Jewelry, Fragrance & Resale",StockX,stockx.com,USA,Sneaker/streetwear resale marketplace,1200,1k-5k,~$690M+ cumulative funding raised (incl. $255M Series E); multi-hundred-million-dollar revenue base,'Stock market of things' resale platform already active in watches and collectibles — natural fit for F1 collectible/merch drops and Detroit (HQ) or US-race activation.,,L10b
"Jewelry, Fragrance & Resale",GOAT Group,goat.com,USA,Sneaker/streetwear resale marketplace,1000,250-1k,$248M 2024 ARR; $487M cumulative funding raised across 8 rounds,"Leading authenticated sneaker/streetwear resale platform (also owns Grailed, Flight Club) — strong culture-marketing fit for F1's younger, streetwear-adjacent fanbase.",,L10b
"Jewelry, Fragrance & Resale",Grailed,grailed.com,USA,Streetwear/menswear resale marketplace,150,50-250,"Majority owned by GOAT Group since 2021, backed by GOAT's $487M cumulative funding",Menswear/streetwear resale marketplace under GOAT Group's umbrella — good fit for F1 driver/team merch collector culture.,,L10b
"Jewelry, Fragrance & Resale",Stadium Goods,stadiumgoods.com,USA,Sneaker resale marketplace,300,250-1k,"Owned by Coupang (via Farfetch acquisition, 2024); Coupang Group revenue >$30B",Premium sneaker resale/consignment brand now backed by Coupang — collectible-sneaker culture overlaps with F1 limited-edition merch strategy.,,L10b
"Jewelry, Fragrance & Resale",Flight Club,flightclub.com,USA,Sneaker resale/consignment marketplace,200,50-250,"Owned by GOAT Group, backed by GOAT's $487M cumulative funding",Iconic sneaker consignment brand (LA/NYC flagship stores) under GOAT Group — physical-retail activation potential around US race weekends.,,L10b
"Jewelry, Fragrance & Resale",Poizon (Dewu),dewu.com,China,Sneaker/streetwear & luxury resale marketplace,5000,1k-5k,~$10B unicorn valuation; individual luxury brands post billions in annual GMV on the platform,China's dominant sneaker/streetwear and luxury-goods resale app (81M+ MAU) — major play for F1's China growth ambitions and Shanghai GP.,,L10b
"Jewelry, Fragrance & Resale",Avery Dennison (Certilogo/atma.io),averydennison.com,USA,Digital authentication / product-identity technology,36000,20k+,"Public (NYSE: AVY); Group revenue ~$8.7B/yr, profitable industrial leader",Owns Certilogo and the atma.io digital-product-passport platform used across luxury/apparel supply chains — could pitch authenticated F1 merchandise/collectibles tech.,,L10b
"Jewelry, Fragrance & Resale",OLX Group,olxgroup.com,Netherlands,Classifieds marketplace (fashion/luxury resale category),8000,6k-20k,Owned by Prosus/Naspers; Prosus Group revenue >$6B/yr,"Global classifieds group (strong in Brazil, India, MENA — Interlagos, upcoming India interest, Gulf GPs) with deep-pocketed Prosus backing.",,L10b
