#,brand,domain,employee_band,revenue_est,funding_total,valuation_est,confidence,num_f1_rivals,f1_sponsors_it_competes_with,categories,note
1767,Middle East Airlines,mea.com.lb,1k-5k,unknown,"n/a (private/bootstrapped, part-government owned)",unknown,low,1,Gulf Air,"Travel, Logistics & Property",Lebanese flag carrier
1768,Mido,mido.com,unknown,"unknown (brand of Swatch Group, public)",n/a (public),unknown,low,1,Tudor (Rolex Group),"Luxury, Fashion & Beauty",Swatch Group accessible watches
1769,Milestone S.r.l. (MotoGP games),milestone.it,250-1k,unknown,"n/a (private, subsidiary of Sumo Group/Tencent)",unknown,low,1,EA Sports (Electronic Arts),"Telecom, Media, Electronics & Gaming",Racing game publisher
1770,Millicom (Tigo),millicom.com,5k-20k,~$4.7B (2023),n/a (public),~$4B market cap,medium,1,Claro / Telcel (America Movil),"Telecom, Media, Electronics & Gaming",LatAm/Africa carrier group
1771,Minebea Mitsumi,minebeamitsumi.com,20k+,~¥1T+ / ~$7B+ (est.),n/a (public),unknown,medium,1,SKF,"Energy, Industrial & Automotive",Precision bearings/components
1772,Mint Mobile (T-Mobile),mintmobile.com,unknown,"unknown (subsidiary of T-Mobile US, public)",n/a (public),unknown,low,1,AT&T,"Telecom, Media, Electronics & Gaming",US MVNO
1773,Minute Maid,minutemaid.com,unknown,"unknown (brand of Coca-Cola Company, public)",n/a (public),unknown,low,1,Rauch,"Beverages, Food & CPG",Coca-Cola juice brand
1774,MIT,mit.edu,5k-20k,~$5B+ operating budget (est.),n/a (nonprofit),unknown,medium,1,KAUST,"Health, Betting & Services",STEM research university
1775,Mitchell International (Enlyte),mitchell.com,1k-5k,unknown,"n/a (private, owned by Stone Point Capital)",unknown,low,1,Solera,"Cyber, IT & Hardware",auto claims/repair software
1776,Mitsubishi HC Capital,mitsubishi-hc-capital.com,5k-20k,~¥1.7T (est.),n/a (public),unknown,medium,1,Mobilize Financial Services (Renault Group),"Payments, Banking & Insurance",Captive auto/equipment finance rival
1777,Mitsubishi Turbocharger,mhi.com,unknown,"unknown (division of Mitsubishi Heavy Industries, public)",n/a (public),unknown,low,1,Garrett Motion,"Energy, Industrial & Automotive",Turbocharger manufacturer
1778,Mitto,mitto.ch,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,Infobip,"Telecom, Media, Electronics & Gaming",CPaaS/messaging platform
1779,Mobily (Etihad Etisalat),mobily.com.sa,1k-5k,~SAR 15B / ~$4B (est.),n/a (public),unknown,medium,1,STC (Saudi Telecom Company),"Telecom, Media, Electronics & Gaming",Saudi Arabia carrier
1780,Modern Health,modernhealth.com,250-1k,unknown,~$170M raised,~$1.17B (2021),medium,1,BetterUp,"Health, Betting & Services",Workforce mental health platform
1781,Mohamed bin Zayed University of AI (MBZUAI),mbzuai.ac.ae,250-1k,unknown (government-funded university),"n/a (private/bootstrapped, government-funded)",unknown,low,1,KAUST,"Health, Betting & Services",UAE AI-focused university
1782,Molton Brown,moltonbrown.com,1k-5k,"unknown (brand of Kao Corporation, public)",n/a (public),unknown,low,1,ELEMIS (L'Occitane Group),"Luxury, Fashion & Beauty",British prestige bath & body brand
1783,Moncler Group,monclergroup.com,5k-20k,~€3B (2023),n/a (public),~€14B market cap,high,1,LVMH,"Luxury, Fashion & Beauty",Luxury outerwear group
1784,Monese,monese.com,250-1k,unknown,~$190M raised,unknown,medium,1,Revolut,"Payments, Banking & Insurance",European neobank rival
1785,MoneyLion,moneylion.com,250-1k,~$400M+ (2023),"n/a (public, acquisition by Gen Digital announced 2025)",~$1B (deal value),medium,1,Endstate,"Crypto, Trading & Wealth",personal finance app
1786,MoneyTrans,moneytrans.eu,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,MoneyGram,"Payments, Banking & Insurance",European remittance network
1787,MongoDB,mongodb.com,5k-20k,~$1.7B (FY2024),n/a (public),~$20-30B market cap,high,1,Oracle,"Cloud, Data & AI Software",database rival
1788,Moody's,moodys.com,5k-20k,~$5.9B (2023),n/a (public),~$70B market cap,high,1,Nasdaq,"Crypto, Trading & Wealth",ratings and analytics provider
1789,Moomoo,moomoo.com,1k-5k,"unknown (part of Futu Holdings, public)",n/a (public),unknown,low,1,Public.com,"Crypto, Trading & Wealth",retail trading app
1790,MoonPay,moonpay.com,250-1k,unknown,~$555M raised,~$3.4B (2022),medium,1,CoinPayments,"Crypto, Trading & Wealth",crypto on/off-ramp payments
1791,Moroccanoil,moroccanoil.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,Wella Company,"Beverages, Food & CPG",Israeli-founded professional hair care brand
1792,Mosaic Company,mosaicco.com,5k-20k,~$12B (2023),n/a (public),~$10B market cap,high,1,Ma'aden,"Energy, Industrial & Automotive",Phosphate/potash producer
1793,Motive (KeepTruckin),gomotive.com,1k-5k,unknown,~$470M raised,~$2.85B (2022),medium,1,Solera,"Cyber, IT & Hardware",fleet management/telematics
1794,Motorex,motorex.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,Liqui Moly,"Energy, Industrial & Automotive",Swiss lubricants brand
1795,Mouser Electronics,mouser.com,1k-5k,"~$3B+ (est., private)","n/a (private, subsidiary of Berkshire Hathaway/TTI)",unknown,medium,1,Arrow Electronics,"Cyber, IT & Hardware",electronic components distribution
1796,Movado,movado.com,1k-5k,~$700M (est.),n/a (public),~$400-500M market cap,medium,1,Invicta Watch Group,"Luxury, Fashion & Beauty",American accessible-luxury watch brand
1797,Movistar Peru (Telefonica),telefonica.com.pe,5k-20k,"unknown (subsidiary of Telefónica, public)",n/a (public),unknown,low,1,Claro / Telcel (America Movil),"Telecom, Media, Electronics & Gaming",Peru carrier
1798,Mozilla (Firefox),mozilla.org,250-1k,"~$600M (est., mostly search royalties)",n/a (nonprofit),unknown,medium,1,Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,"Cloud, Data & AI Software",browser rival (Chrome)
1799,Mr Green,mrgreen.com,unknown,"unknown (brand of 888 Holdings, public)",n/a (public),unknown,low,1,JackpotCity Casino,"Health, Betting & Services",Online casino
1800,MS&AD Insurance Group,ms-ad-hd.com,20k+,~¥5T+ / ~$35B+ (est.),n/a (public),unknown,medium,1,Allianz,"Payments, Banking & Insurance",Japanese global insurer rival
1801,MSCI,msci.com,5k-20k,~$2.5B (2023),n/a (public),~$40B market cap,high,1,Nasdaq,"Crypto, Trading & Wealth",index and analytics provider
1802,MSNBC,msnbc.com,250-1k,"unknown (division of NBCUniversal/Comcast, public)",n/a (public),unknown,low,1,CNBC (Comcast/NBCUniversal),"Telecom, Media, Electronics & Gaming",News network (NBCUniversal sibling)
1803,Mueller's Pasta,muellerspasta.com,unknown,"unknown (brand of Riviana Foods/Ebro Foods, public)",n/a (public),unknown,low,1,Barilla,"Beverages, Food & CPG",J.M. Smucker pasta brand
1804,MUFG Investor Services,mufg-investorservices.com,1k-5k,"unknown (subsidiary of MUFG, public)",n/a (public),unknown,low,1,BNY,"Payments, Banking & Insurance",Fund administration rival
1805,Mulberry,mulberry.com,1k-5k,~£150M (est.),"n/a (public, AIM-listed)",~£50-100M market cap,medium,1,Louis Vuitton (LVMH),"Luxury, Fashion & Beauty",British luxury leather goods
1806,Multimatic,multimatic.com,5k-20k,unknown,n/a (private/bootstrapped),unknown,low,1,Ohlins,"Energy, Industrial & Automotive",Motorsport dampers (DSSV)
1807,Murad,murad.com,unknown,"unknown (brand of Unilever, public)",n/a (public),unknown,low,1,ELEMIS (L'Occitane Group),"Luxury, Fashion & Beauty",Unilever prestige skincare brand
1808,Murata Manufacturing,murata.com,20k+,~¥1.85T / ~$12B (est.),n/a (public),unknown,medium,1,Snapdragon (Qualcomm),"Cyber, IT & Hardware",RF/connectivity modules
1809,Muratec (Murata Machinery),muratec.net,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,1,Xerox,"Cyber, IT & Hardware",multifunction printers
1810,MuscleTech,muscletech.com,250-1k,unknown (brand of Iovate Health Sciences),n/a (private/bootstrapped),unknown,low,1,Optimum Nutrition (Glanbia),"Beverages, Food & CPG",Iovate performance nutrition brand
1811,MVMT,mvmt.com,unknown,"unknown (brand of Movado Group, public)",n/a (public),unknown,low,1,Invicta Watch Group,"Luxury, Fashion & Beauty",Movado Group direct-to-consumer watch brand
1812,Myanmar Beer,myanmarbrewery.com,1k-5k,unknown,"n/a (private, JV with Kirin/Myanmar Economic Holdings)",unknown,low,1,Singha (Boon Rawd Brewery),"Beverages, Food & CPG",Leading Myanmar lager
1813,Mykita,mykita.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,ic! berlin,"Luxury, Fashion & Beauty",Berlin design-forward eyewear brand
1814,MyProtein,myprotein.com,1k-5k,"unknown (brand of THG plc, public)",n/a (public),unknown,low,1,Optimum Nutrition (Glanbia),"Beverages, Food & CPG",THG-owned sports nutrition brand
1815,N-iX,n-ix.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,1,RebelDot,"Cyber, IT & Hardware",software engineering (Ukraine)
1816,NACHI-FUJIKOSHI,nachi-fujikoshi.co.jp,5k-20k,~¥170B / ~$1.1B (est.),n/a (public),unknown,medium,1,SKF,"Energy, Industrial & Automotive",Japanese bearings/machine tools
1817,Nakheel,nakheel.com,1k-5k,unknown,"n/a (private/bootstrapped, government-owned)",unknown,low,1,DAMAC Properties,"Travel, Logistics & Property",Dubai master-developer (Palm Jumeirah)
1818,Namely,namely.com,250-1k,unknown,"n/a (private, PE-backed by Vista Equity)",unknown,low,1,Businessolver,"Payments, Banking & Insurance",HR/benefits platform rival (mid-market)
1819,NARS,narscosmetics.com,unknown,"unknown (brand of Shiseido, public)",n/a (public),unknown,low,1,Charlotte Tilbury (Puig),"Luxury, Fashion & Beauty",Shiseido prestige makeup brand
1820,Nastro Azzurro,nastroazzurro.com,unknown,"unknown (brand of Asahi Group, public)",n/a (public),unknown,low,1,Peroni (Asahi Group),"Beverages, Food & CPG",AB InBev Italian import lager
1821,Nasuni,nasuni.com,250-1k,unknown,~$210M raised,~$1.2B (2023),medium,1,NetApp,"Cloud, Data & AI Software",cloud file storage rival
1822,National Beverage Corp,nationalbeverage.com,1k-5k,~$1.2B (FY2023),n/a (public),~$5B market cap,high,1,PepsiCo,"Beverages, Food & CPG","US soft drinks group (LaCroix, Shasta)"
1823,National Stock Exchange of India,nseindia.com,1k-5k,"~$1.5B+ (FY2024, est.)","n/a (private, pre-IPO)",~$30-40B+ (unlisted share estimates),medium,1,Nasdaq,"Crypto, Trading & Wealth",India's largest exchange
1824,Nationwide Building Society,nationwide.co.uk,5k-20k,unknown (large mutual),"n/a (private/bootstrapped, member-owned mutual)",unknown,medium,1,Barclays,"Payments, Banking & Insurance",UK retail banking (mutual) rival
1825,Nautica,nautica.com,unknown,"unknown (brand of Authentic Brands Group, private)",n/a (private/bootstrapped),unknown,low,1,Tommy Hilfiger (PVH Corp),"Luxury, Fashion & Beauty",American nautical-inspired casualwear brand
1826,Naval Group,naval-group.com,5k-20k,~€4.3B (est.),"n/a (private/bootstrapped, majority French state-owned)",unknown,medium,1,IndraMind (Indra Sistemas),"Cyber, IT & Hardware",defense/naval technology
1827,Navistar/International,internationaltrucks.com,5k-20k,"unknown (subsidiary of Traton/VW, public)",n/a (public),unknown,low,1,Iveco,"Energy, Industrial & Automotive",US commercial truck major
1828,Neal's Yard Remedies,nealsyardremedies.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,ELEMIS (L'Occitane Group),"Luxury, Fashion & Beauty",British natural skincare brand
1829,Nectar Sleep,nectarsleep.com,250-1k,unknown (brand of Resident Home),n/a (private/bootstrapped),unknown,low,1,Eight Sleep,"Health, Betting & Services",DTC mattress brand
1830,Nedbank Group,nedbank.co.za,5k-20k,unknown (large bank),n/a (public),~R130B / ~$7B market cap,medium,1,Standard Chartered,"Payments, Banking & Insurance",Africa banking rival
1831,Neon,neon.com.br,1k-5k,unknown,~$700M+ raised,~$1.6B (2022),medium,1,Nu (Nubank),"Payments, Banking & Insurance",Brazil digital bank rival
1832,Ness Digital Engineering,ness.com,5k-20k,unknown,"n/a (private, PE-backed by Advent International)",unknown,low,1,RebelDot,"Cyber, IT & Hardware",digital engineering services
1833,Netcore Cloud,netcorecloud.com,1k-5k,unknown,~$60M raised,unknown,medium,1,Infobip,"Telecom, Media, Electronics & Gaming",Customer engagement/CPaaS
1834,Netflix,netflix.com,5k-20k,~$39B (2024),n/a (public),~$300B+ market cap,high,1,Paramount+ (Paramount Skydance),"Telecom, Media, Electronics & Gaming",Global streaming service
1835,NetSpend (Global Payments),netspend.com,unknown,"unknown (subsidiary of Global Payments, public)",n/a (public),unknown,low,1,"Cash App (Block, Inc.)","Payments, Banking & Insurance",Prepaid card rival
1836,Neuriva,neuriva.com,unknown,"unknown (brand of Reckitt, public)",n/a (public),unknown,low,1,HMN24,"Beverages, Food & CPG",Reckitt-owned brain health supplement brand
1837,Newark / Farnell (Premier Farnell),farnell.com,1k-5k,"unknown (subsidiary of Avnet, public)",n/a (public),unknown,low,1,Arrow Electronics,"Cyber, IT & Hardware",electronic components distribution
1838,NewYork-Presbyterian,nyp.org,20k+,~$8B+ (est.),n/a (nonprofit),unknown,medium,1,UChicago Medicine,"Health, Betting & Services",Academic health system
1839,Nexans,nexans.com,20k+,~€6.5B (2023),n/a (public),~€4B market cap,high,1,CommScope,"Cyber, IT & Hardware",cabling & connectivity
1840,Next (Bradesco),next.me,1k-5k,"unknown (digital bank subsidiary of Bradesco, public)",n/a (public),unknown,low,1,Nu (Nubank),"Payments, Banking & Insurance",Brazil digital bank rival
1841,Nicholas Air,nicholasair.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,Flexjet,"Travel, Logistics & Property",Fractional/jet card operator
1842,Nikon Lenswear,nikonlenswear.com,unknown,"unknown (division of Nikon, public)",n/a (public),unknown,low,1,Shamir Optical,"Luxury, Fashion & Beauty",Japanese ophthalmic lens brand
1843,Nintendo,nintendo.com,5k-20k,~¥1.67T / ~$11B (FY2024),n/a (public),~$70-80B market cap,high,1,EA Sports (Electronic Arts),"Telecom, Media, Electronics & Gaming",Video game publisher/console maker
1844,Nissan Motor Acceptance Corporation,nissanusa.com,unknown,"unknown (financial services arm of Nissan Motor Co., public)",n/a (public),unknown,low,1,Mobilize Financial Services (Renault Group),"Payments, Banking & Insurance",Captive auto-finance rival
1845,Nocibe,nocibe.fr,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,1,Sephora (LVMH),"Luxury, Fashion & Beauty",French beauty retailer
1846,Nomad Foods,nomadfoods.com,5k-20k,~€2.9B (2023),n/a (public),~$2.5B market cap,high,1,Nestle,"Beverages, Food & CPG",European frozen food leader
1847,Nordea Bank,nordea.com,20k+,unknown (large Nordic bank),n/a (public),~€35B market cap,medium,1,UniCredit,"Payments, Banking & Insurance",Nordic banking rival
1848,Nordic Semiconductor,nordicsemi.com,1k-5k,~$500M (2023),n/a (public),~$3-4B market cap,medium,1,Snapdragon (Qualcomm),"Cyber, IT & Hardware",low-power wireless chips
1849,Nordic Spirit,nordicspirit.co.uk,unknown,"unknown (brand of JTI/Japan Tobacco, public)",n/a (public),unknown,low,1,ZYN (Philip Morris International),"Beverages, Food & CPG",JTI nicotine pouches
1850,NordLayer,nordlayer.com,1k-5k,unknown (product line of Nord Security),n/a (private/bootstrapped),unknown,low,1,Cato Networks,"Cyber, IT & Hardware",network access security (Nord Security)
1851,Norilsk Nickel,nornickel.com,20k+,~$14B+ (est.),n/a (public),~$25B market cap,medium,1,Ma'aden,"Energy, Industrial & Automotive",Russian metals miner
1852,Northrop Grumman,northropgrumman.com,20k+,~$41B (2024),n/a (public),~$70B market cap,high,1,IndraMind (Indra Sistemas),"Cyber, IT & Hardware",defense/aerospace technology
1853,Northwestern Medicine,nm.org,20k+,~$10B+ (est.),n/a (nonprofit),unknown,medium,1,UChicago Medicine,"Health, Betting & Services",Chicago-area rival health system
1854,Norton (Gen Digital),gendigital.com,1k-5k,"~$3.9B (FY2024, Gen Digital)",n/a (public),~$17B market cap,medium,1,Bitdefender,"Cyber, IT & Hardware",consumer/endpoint security
1855,Norton Rose Fulbright,nortonrosefulbright.com,5k-20k,~$2.1B+ (2023/24),n/a (private partnership),unknown,medium,1,Ashurst,"Health, Betting & Services",Global law firm
1856,Norwegian Cruise Line,ncl.com,20k+,~$9.5B (2023),n/a (public),~$8-9B market cap,high,1,MSC Cruises,"Travel, Logistics & Property",Contemporary/mainstream cruise rival
1857,NOS Energy Drink,drinknos.com,1k-5k,"$5B-10B (2023, parent Monster Beverage)",n/a (public),"~$50B mkt cap (parent, 2024)",medium,1,Red Bull,"Beverages, Food & CPG",Monster Beverage brand
1858,Novomatic,novomatic.com,20k+,$2B-5B (2022),n/a (private/bootstrapped),unknown,medium,1,Allwyn,"Health, Betting & Services",Lottery/gaming technology
1859,NOW Sports,nowfoods.com,1k-5k,"$250M-1B (private, est.)",n/a (private/bootstrapped),unknown,low,1,Optimum Nutrition (Glanbia),"Beverages, Food & CPG",NOW Foods sports nutrition line
1860,NSK Ltd,nsk.com,20k+,$5B-10B (2023),n/a (public),~$2B-3B mkt cap,medium,1,SKF,"Energy, Industrial & Automotive",Japanese bearings major
1861,NTN Corporation,ntnglobal.com,20k+,$3B-5B (2023),n/a (public),~$1B-2B mkt cap,medium,1,SKF,"Energy, Industrial & Automotive",Japanese bearings major
1862,NTT Communications,ntt.com,20k+,$5B-10B (segment est.),"n/a (public, subsidiary of NTT Corp)",parent mkt cap ~$80B+,medium,1,Tata Communications,"Telecom, Media, Electronics & Gaming",Global network/data center operator
1863,Nutrien,nutrien.com,20k+,$20B-30B (2023),n/a (public),~$25B mkt cap (2024),high,1,Ma'aden,"Energy, Industrial & Automotive",Fertilizer/mining major
1864,Nuvoton Technology,nuvoton.com,1k-5k,$250M-1B (est.),"n/a (public, Taiwan)",unknown,low,1,SEALSQ,"Cyber, IT & Hardware",secure microcontrollers
1865,NYSE (Intercontinental Exchange),ice.com,5k-20k,"$5B-10B (2023, ICE total)",n/a (public),~$70B-80B mkt cap,high,1,Nasdaq,"Crypto, Trading & Wealth",largest US stock exchange operator
1866,NYU Abu Dhabi,nyuad.nyu.edu,1k-5k,unknown (university),n/a,n/a,low,1,KAUST,"Health, Betting & Services",Gulf research university
1867,NYU Langone Health,nyulangone.org,20k+,$10B-20B (2023),n/a (nonprofit),n/a,medium,1,UChicago Medicine,"Health, Betting & Services",Academic health system
1868,O'Neills,oneills.com,250-1k,"unknown (private, est. $50M-100M)",n/a (private/bootstrapped),unknown,low,1,Castore,"Luxury, Fashion & Beauty",Irish teamwear brand
