brand,domain,already_in_f1,num_f1_rivals,f1_sponsors_it_competes_with,categories,note
Superdrug,superdrug.com,,1,Sephora (LVMH),"Luxury, Fashion & Beauty",British health & beauty retailer
SuperOps,superops.com,,1,NinjaOne,"Cyber, IT & Hardware",RMM/PSA platform
Supremo (Nanosystems),supremocontrol.com,,1,TeamViewer,"Cloud, Data & AI Software",remote access rival
SurveyMonkey (Momentive),surveymonkey.com,,1,Medallia,"Cloud, Data & AI Software",survey/CX rival
SUSE,suse.com,,1,Microsoft,"Cloud, Data & AI Software",enterprise Linux rival
Suunto,suunto.com,,1,WHOOP,"Health, Betting & Services",Sports watches
Suzuki Finance,suzuki.com,,1,Mobilize Financial Services (Renault Group),"Payments, Banking & Insurance",Captive auto-finance rival
Svedka,svedka.com,,1,NEFT Vodka,"Beverages, Food & CPG",Constellation Brands Swedish vodka
Svenska Spel,svenskaspel.se,,1,Allwyn,"Health, Betting & Services",Swedish state lottery
Swatch Group,swatchgroup.com,,1,LVMH,"Luxury, Fashion & Beauty",Omega/Longines/Tissot watch conglomerate
Swedbank,swedbank.com,,1,UniCredit,"Payments, Banking & Insurance",Nordic/Baltic banking rival
Swissbit,swissbit.com,,1,SEALSQ,"Cyber, IT & Hardware",secure storage/IoT security
"Switch, Inc.",switch.com,,1,Core Scientific,"Cyber, IT & Hardware",data center infrastructure
Synaptics,synaptics.com,,1,Snapdragon (Qualcomm),"Cyber, IT & Hardware",connectivity/sensor chips
Sync.com,sync.com,,1,Dropbox,"Cloud, Data & AI Software",cloud storage rival
Synchrony Financial,synchrony.com,,1,American Express,"Payments, Banking & Insurance",Private-label/co-brand card issuer
Syncro,syncromsp.com,,1,NinjaOne,"Cyber, IT & Hardware",RMM/PSA for MSPs
Synopsys (ARC processors),synopsys.com,,1,Arm (SoftBank Group),"Cyber, IT & Hardware",processor IP/EDA
T-Mobile US,t-mobile.com,YES,1,AT&T,"Telecom, Media, Electronics & Gaming",McLaren partner
T. Rowe Price,troweprice.com,,1,Nuveen (TIAA),"Payments, Banking & Insurance",Asset management/retirement rival
Tabnine,tabnine.com,,1,Cognition AI,"Cloud, Data & AI Software",AI coding assistant rival
Taco Bell,tacobell.com,,1,McDonald's (Arcos Dorados),"Beverages, Food & CPG",Yum! Brands QSR rival
Taiwan Stock Exchange,twse.com.tw,,1,Nasdaq,"Crypto, Trading & Wealth",Taiwan's exchange
Take-Two Interactive (Rockstar/2K),take2games.com,,1,EA Sports (Electronic Arts),"Telecom, Media, Electronics & Gaming",Video game publisher
Talisker,malts.com,,1,Glenfiddich (William Grant & Sons),"Beverages, Food & CPG",Diageo single malt Scotch
Talkdesk,talkdesk.com,,1,Genesys,"Cloud, Data & AI Software",cloud contact center rival
Talkspace,talkspace.com,,1,BetterUp,"Health, Betting & Services",Teletherapy/coaching
Tanium,tanium.com,,1,CrowdStrike,"Cloud, Data & AI Software",endpoint management rival
Tanla Platforms,tanla.com,,1,Infobip,"Telecom, Media, Electronics & Gaming",CPaaS platform
Tapestry Inc.,tapestry.com,,1,LVMH,"Luxury, Fashion & Beauty",Coach/Kate Spade/Stuart Weitzman
TapTapSend,taptapsend.com,,1,MoneyGram,"Payments, Banking & Insurance",Digital remittance rival (diaspora corridors)
TaskRabbit (IKEA),taskrabbit.com,,1,Airtasker,"Health, Betting & Services",Gig task marketplace
Tastytrade,tastytrade.com,,1,Public.com,"Crypto, Trading & Wealth",options-focused broker
Tata Motors (commercial),tatamotors.com,,1,Iveco,"Energy, Industrial & Automotive",Indian commercial vehicle major
TaylorMade,taylormade.com,,1,OGIO (Topgolf Callaway Brands),"Luxury, Fashion & Beauty",Golf equipment & bags brand
TCL Technology,tcl.com,,1,Lenovo,"Cyber, IT & Hardware",consumer electronics
TD Ameritrade / Schwab,tdameritrade.com,,1,Public.com,"Crypto, Trading & Wealth",online brokerage brand
TD Bank,td.com,,1,American Express,"Payments, Banking & Insurance",Rewards card issuer
TD Cowen,tdcowen.com,,1,Stephens,"Payments, Banking & Insurance",Independent investment bank rival
TD Securities,tdsecurities.com,,1,Goldman Sachs,"Payments, Banking & Insurance",Corporate/investment bank rival
TD SYNNEX,tdsynnex.com,,1,Arrow Electronics,"Cyber, IT & Hardware",IT/electronics distribution
TE Connectivity,te.com,,1,CommScope,"Cyber, IT & Hardware",connectivity components
Teachable,teachable.com,,1,Udemy,"Health, Betting & Services",Course-creation platform
Teacher's,teacherswhisky.com,,1,Chivas Regal (Pernod Ricard),"Beverages, Food & CPG",Beam Suntory blended Scotch
TeamViewer (Tensor),teamviewer.com,YES,1,NinjaOne,"Cyber, IT & Hardware",Mercedes partner
Teamwork.com,teamwork.com,,1,Smartsheet,"Cloud, Data & AI Software",project management rival
Technion,technion.ac.il,,1,KAUST,"Health, Betting & Services",STEM research university
Technogym,technogym.com,YES,1,Matrix Fitness (Johnson Health Tech),"Telecom, Media, Electronics & Gaming",Ferrari partner
TEKsystems (Allegis Group),teksystems.com,,1,Akkodis (Adecco Group),"Cyber, IT & Hardware",IT staffing/services
Telecom Argentina (Personal),telecom.com.ar,,1,Claro / Telcel (America Movil),"Telecom, Media, Electronics & Gaming",Argentina carrier
Telecom Egypt (WE),te.eg,,1,STC (Saudi Telecom Company),"Telecom, Media, Electronics & Gaming",Egypt carrier
Telegram,telegram.org,,1,WhatsApp (Meta),"Telecom, Media, Electronics & Gaming",Messaging app rival
Telesign (Proximus),telesign.com,,1,Infobip,"Telecom, Media, Electronics & Gaming",CPaaS/identity verification
Telex (Bosch),telex.com,,1,Riedel,"Telecom, Media, Electronics & Gaming",Broadcast intercom systems
Telstra International,telstrainternational.com,,1,Tata Communications,"Telecom, Media, Electronics & Gaming",Asia-Pacific network operator
TELUS Health (LifeWorks),telushealth.com,,1,BetterUp,"Health, Betting & Services",EAP/wellbeing services
Templa,templa.com,,1,Perfect Moment,"Luxury, Fashion & Beauty",Luxury technical skiwear brand
Tempur-Pedic (Tempur Sealy),tempurpedic.com,,1,Eight Sleep,"Health, Betting & Services",Premium mattress
Ten Lifestyle Group,tengroup.com,,1,Velocity Black (Capital One),"Payments, Banking & Insurance",Concierge/lifestyle management rival (bank card partnerships)
TensorWave,tensorwave.com,,1,CoreWeave,"Cyber, IT & Hardware",AI/GPU cloud compute
Teradata,teradata.com,,1,Oracle,"Cloud, Data & AI Software",data warehouse rival
TeraWulf,terawulf.com,,1,Core Scientific,"Cyber, IT & Hardware",digital infrastructure/data centers
Tether,tether.to,,1,Circle,"Crypto, Trading & Wealth",largest stablecoin issuer (USDT)
Tezos,tezos.com,,1,Hedera,"Crypto, Trading & Wealth",self-amending L1
Thai Beverage (ThaiBev),thaibev.com,YES,1,Moet Hennessy (LVMH),"Beverages, Food & CPG",Beer/spirits group; Vellamo Water is F1 (Haas) sponsor
The New York Times (business),nytimes.com,,1,Financial Times (Nikkei),"Telecom, Media, Electronics & Gaming",Business/financial coverage
The Times,thetimes.co.uk,,1,Financial Times (Nikkei),"Telecom, Media, Electronics & Gaming",UK national newspaper
Theo Eyewear,theo.be,,1,ic! berlin,"Luxury, Fashion & Beauty",Belgian design-forward eyewear brand
Theory,theory.com,,1,Reiss,"Luxury, Fashion & Beauty",Contemporary fashion brand
TheStreet,thestreet.com,,1,CNBC (Comcast/NBCUniversal),"Telecom, Media, Electronics & Gaming",Financial news/analysis
Thinkific,thinkific.com,,1,Udemy,"Health, Betting & Services",Course-creation platform
Thoma Bravo,thomabravo.com,,1,Carlyle,"Payments, Banking & Insurance",Software-focused private equity rival
Thorne,thorne.com,,1,HMN24,"Beverages, Food & CPG",US science-backed supplement brand
ThoughtSpot,thoughtspot.com,,1,Alteryx,"Cloud, Data & AI Software",self-service analytics rival
THQ Nordic (Embracer),thqnordic.com,,1,EA Sports (Electronic Arts),"Telecom, Media, Electronics & Gaming",Video game publisher
Three Sixty Vodka,360vodka.com,,1,NEFT Vodka,"Beverages, Food & CPG",German eco-focused vodka
Threema,threema.ch,,1,WhatsApp (Meta),"Telecom, Media, Electronics & Gaming",Encrypted messaging app
Thrive Global,thriveglobal.com,,1,BetterUp,"Health, Betting & Services",Behavior-change/wellbeing platform
Thrustmaster (Guillemot),thrustmaster.com,,1,Fanatec (Corsair),"Telecom, Media, Electronics & Gaming",Sim-racing wheel/pedal maker
Thumbtack,thumbtack.com,,1,Airtasker,"Health, Betting & Services",Local services marketplace
TicketSwap,ticketswap.com,,1,viagogo (StubHub Holdings),"Telecom, Media, Electronics & Gaming",European ticket resale marketplace
TickPick,tickpick.com,,1,viagogo (StubHub Holdings),"Telecom, Media, Electronics & Gaming",No-fee ticket resale marketplace
Tide,tide.co,,1,Revolut,"Payments, Banking & Insurance",UK SME digital banking rival
Tide,tide.com,YES,1,Dirt is Good / OMO (Unilever),"Beverages, Food & CPG",P&G laundry leader; Gillette (P&G) is Audi F1 partner
Tiger Beer,tigerbeer.com,YES,1,Singha (Boon Rawd Brewery),"Beverages, Food & CPG",Heineken-owned Asian lager rival
TIGI,tigi.com,YES,1,Wella Company,"Beverages, Food & CPG",Unilever-owned professional hair care brand
Tigo Guatemala,tigo.com.gt,,1,Claro / Telcel (America Movil),"Telecom, Media, Electronics & Gaming",Central America carrier
Tikkurila (PPG),tikkurila.com,,1,AkzoNobel (Sikkens),"Energy, Industrial & Automotive",Nordic paints brand
TIM (Telecom Italia),gruppotim.it,,1,T-Mobile (Deutsche Telekom),"Telecom, Media, Electronics & Gaming",Italy carrier
TIM Brasil,tim.com.br,,1,Claro / Telcel (America Movil),"Telecom, Media, Electronics & Gaming",Brazil carrier
Time Out,timeout.com,,1,Fever,"Telecom, Media, Electronics & Gaming",City events/experiences media
Timeline Nutrition,timelinenutrition.com,,1,HMN24,"Beverages, Food & CPG",US cellular health supplement brand
Timex,timex.com,,1,Invicta Watch Group,"Luxury, Fashion & Beauty",Mass-market watch brand
Timken Company,timken.com,,1,SKF,"Energy, Industrial & Automotive",US bearings/power transmission
TimTam,timtampower.com,,1,Therabody,"Health, Betting & Services",Percussion massage devices
Titleist,titleist.com,,1,OGIO (Topgolf Callaway Brands),"Luxury, Fashion & Beauty",Golf equipment & bags brand
Tito's Handmade Vodka,titosvodka.com,,1,NEFT Vodka,"Beverages, Food & CPG",US independent premium vodka
TMF Group,tmf-group.com,,1,BNY,"Payments, Banking & Insurance",Fund/corporate administration rival
TMX Group (Toronto Stock Exchange),tmx.com,,1,Nasdaq,"Crypto, Trading & Wealth",Canada's exchange group
TNT,tnt.com,,1,DHL,"Travel, Logistics & Property",Now part of FedEx Europe network
Tod's,tods.com,,1,Louis Vuitton (LVMH),"Luxury, Fashion & Beauty",Italian luxury leather goods
TodayTix,todaytix.com,,1,Fever,"Telecom, Media, Electronics & Gaming",Theater/live event ticketing
Todyl,todyl.com,,1,Cato Networks,"Cyber, IT & Hardware",SASE for MSPs
Tokio Marine Holdings,tokiomarinehd.com,,1,Allianz,"Payments, Banking & Insurance",Japanese global insurer rival
Tomatin,tomatin.com,,1,Glenfiddich (William Grant & Sons),"Beverages, Food & CPG",Independent single malt Scotch
Toncoin (TON),ton.org,,1,BlockDAG,"Crypto, Trading & Wealth",Telegram-linked L1
Too Faced,toofaced.com,,1,Charlotte Tilbury (Puig),"Luxury, Fashion & Beauty",Estee Lauder Companies prestige makeup brand
Topgolf Callaway Brands,topgolfcallawaybrands.com,YES,1,LVMH,"Luxury, Fashion & Beauty",Owns OGIO & TravisMathew (F1 sponsors)
Topo Chico,topochico.com,,1,S.Pellegrino (Nestle),"Beverages, Food & CPG",Coca-Cola premium sparkling water
Torch,torch.io,,1,BetterUp,"Health, Betting & Services",Leadership coaching platform
Toshiba Lighting,toshiba-lighting.co.jp,,1,Signify,"Energy, Industrial & Automotive",Commercial lighting
Toshiba TEC,toshibatec.com,,1,Xerox,"Cyber, IT & Hardware",printers/POS systems
Total Defense,totaldefense.com,,1,Bitdefender,"Cyber, IT & Hardware",consumer AV
Tower Hill Insurance Group,thig.com,,1,Orion180,"Payments, Banking & Insurance",Florida homeowners insurer rival
Toyota Financial Services,toyotafinancial.com,YES,1,Mobilize Financial Services (Renault Group),"Payments, Banking & Insurance",Captive auto-finance rival; Toyota Gazoo Racing is Haas technical partner
Tractable,tractable.ai,,1,Solera,"Cyber, IT & Hardware",AI for claims/repair estimation
Trading 212,trading212.com,,1,Public.com,"Crypto, Trading & Wealth",European commission-free trading app
Trak Racer,trakracer.com,YES,1,Fanatec (Corsair),"Telecom, Media, Electronics & Gaming",Alpine partner; sim-racing rig maker
Transak,transak.com,,1,CoinPayments,"Crypto, Trading & Wealth",crypto on/off-ramp payments
TransferGo,transfergo.com,,1,MoneyGram,"Payments, Banking & Insurance",Digital remittance rival
Transmit Security,transmitsecurity.com,,1,Okta,"Cyber, IT & Hardware",identity orchestration
Transparent Labs,transparentlabs.com,,1,Optimum Nutrition (Glanbia),"Beverages, Food & CPG",US clean-label supplement brand
Travelport,travelport.com,,1,Hahnair,"Travel, Logistics & Property",GDS/travel distribution technology rival
Travelpro,travelpro.com,,1,TUMI (Samsonite),"Luxury, Fashion & Beauty",American travel luggage brand
Treasury Wine Estates,tweglobal.com,,1,Moet Hennessy (LVMH),"Beverages, Food & CPG",Global premium wine group
Treehouse,teamtreehouse.com,,1,Udemy,"Health, Betting & Services",Tech-skills learning platform
Trek Bicycle,trekbikes.com,,1,Specialized,"Telecom, Media, Electronics & Gaming",Premium bicycle maker
Tremend Software Consulting,tremend.com,,1,RebelDot,"Cyber, IT & Hardware",software services (Romania)
Tresorit,tresorit.com,,1,Dropbox,"Cloud, Data & AI Software",secure cloud storage rival
Triller,triller.co,,1,TikTok (ByteDance),"Telecom, Media, Electronics & Gaming",Short-video app
Trimble Transportation,trimble.com,,1,Solera,"Cyber, IT & Hardware",fleet/transportation software
Trioral,trioral.com,,1,Gatorade (PepsiCo),"Beverages, Food & CPG",Oral rehydration therapy brand
Triple-A,triple-a.io,,1,CoinPayments,"Crypto, Trading & Wealth",crypto payment gateway
Tropicana,tropicana.com,YES,1,Rauch,"Beverages, Food & CPG",PepsiCo juice brand; PepsiCo is F1 partner
True Religion,truereligion.com,,1,Pepe Jeans,"Luxury, Fashion & Beauty",American premium denim brand
Truefitt & Hill,truefittandhill.co.uk,,1,Wilkinson Sword (Edgewell),"Beverages, Food & CPG",UK heritage grooming brand
TrueUSD (TrueCoin),tusd.io,,1,Circle,"Crypto, Trading & Wealth",stablecoin issuer
Truist Securities,truist.com,,1,Stephens,"Payments, Banking & Insurance",Regional bank capital markets rival
Trussardi,trussardi.com,,1,Piquadro,"Luxury, Fashion & Beauty",Italian leather goods & fashion house
TrustDice,trustdice.win,,1,Stake (departing but budget-holder),"Health, Betting & Services",Crypto casino/sportsbook
TSA PreCheck,tsa.gov,,1,CLEAR,"Health, Betting & Services",Expedited airport screening program
TSB Bank,tsb.co.uk,,1,Barclays,"Payments, Banking & Insurance",UK retail banking rival
TSL Products,tslproducts.com,,1,Riedel,"Telecom, Media, Electronics & Gaming",Broadcast control/monitoring systems
TSMC,tsmc.com,,1,AMD,"Cyber, IT & Hardware",semiconductor foundry
"TTI, Inc.",ttiinc.com,,1,Arrow Electronics,"Cyber, IT & Hardware",electronic components distribution
Tubi (Fox),tubitv.com,,1,Paramount+ (Paramount Skydance),"Telecom, Media, Electronics & Gaming",Free ad-supported streaming
Tucher,tucher.de,,1,Paulaner,"Beverages, Food & CPG",Bavarian wheat beer brand
TUI Cruises,tuicruises.com,,1,MSC Cruises,"Travel, Logistics & Property",German premium cruise rival
Tullamore D.E.W.,tullamoredew.com,,1,Chivas Regal (Pernod Ricard),"Beverages, Food & CPG",William Grant & Sons Irish whiskey
TUMI,tumi.com,YES,1,Piquadro,"Luxury, Fashion & Beauty",F1 sponsor (McLaren)
Turbonetics,turbonetics.com,,1,Garrett Motion,"Energy, Industrial & Automotive",Aftermarket performance turbos
Turk Telekom,turktelekom.com.tr,,1,STC (Saudi Telecom Company),"Telecom, Media, Electronics & Gaming",Turkey carrier
"Turn 10 / Playground Games (Forza, Microsoft)",forza.net,YES,1,EA Sports (Electronic Arts),"Telecom, Media, Electronics & Gaming","Microsoft, Mercedes/Alpine partner"
Twelve South,twelvesouth.com,,1,mophie (ZAGG),"Telecom, Media, Electronics & Gaming",Premium mobile/laptop accessories
TWG AI (TWG Global),twgglobal.com,YES,1,G42,"Cloud, Data & AI Software",diversified AI holding rival
Twickets,twickets.live,,1,viagogo (StubHub Holdings),"Telecom, Media, Electronics & Gaming",Fan-to-fan ticket resale
Twingate,twingate.com,,1,Cato Networks,"Cyber, IT & Hardware",zero trust network access
Twitch (Amazon),twitch.tv,YES,1,TikTok (ByteDance),"Telecom, Media, Electronics & Gaming","Amazon, F1 global partner"
TypTap Insurance,typtap.com,,1,Orion180,"Payments, Banking & Insurance",Insurtech homeowners insurer rival
u-blox,u-blox.com,,1,Snapdragon (Qualcomm),"Cyber, IT & Hardware",wireless/positioning modules
Ualá,ua.la,,1,Nu (Nubank),"Payments, Banking & Insurance",Latin America (Argentina/Mexico) fintech rival
Ubisoft,ubisoft.com,,1,EA Sports (Electronic Arts),"Telecom, Media, Electronics & Gaming",Multi-genre video game publisher
UCLA Health,uclahealth.org,,1,UChicago Medicine,"Health, Betting & Services",Academic health system
Udacity,udacity.com,,1,Udemy,"Health, Betting & Services",Tech nanodegree platform
UiPath,uipath.com,,1,Airia,"Cloud, Data & AI Software",automation/agent platform rival
Ulta Beauty,ulta.com,,1,Sephora (LVMH),"Luxury, Fashion & Beauty",American multi-brand beauty retailer
Ultima Replenisher,ultimareplenisher.com,,1,Gatorade (PepsiCo),"Beverages, Food & CPG",US electrolyte hydration brand
